たかはし みほ,11,北海道4区,,,高橋,美穂,たかはし,みほ,52,希望,,元,1,比例,,把握漏れ
いとう ゆうた,51,宮城1区,,,伊藤,優太,いとう,ゆうた,32,希望,,新,0,比例,,把握漏れ
いまどめ なおと,53,宮城1区,,,今留,尚人,いまどめ,なおと,52,無所,,新,0,,,把握漏れ
たかむら なおや,61,宮城4区,,,高村,直也,たかむら,なおや,34,共産,,新,0,,,把握漏れ
まつうら だいご,67,秋田1区,,,松浦,大悟,まつうら,だいご,48,希望,,新,0,比例,,把握漏れ
とみおか あきら,74,秋田3区,,,冨岡,昭,とみおか,あきら,67,共産,,新,0,,,把握漏れ
あらい かん,76,山形1区,,,荒井,寛,あらい,かん,44,希望,,新,0,比例,,把握漏れ
ひぐち まい,111,茨城3区,,,樋口,舞,ひぐち,まい,44,希望,維新,新,0,比例,,把握漏れ
わたなべ みゆき,132,栃木3区,,,渡辺,美由紀,わたなべ,みゆき,58,希望,,新,0,比例,,把握漏れ
いのくち さちこ,154,群馬5区,,,猪口,幸子,いのくち,さちこ,61,希望,,新,0,比例,,把握漏れ
いしかわ ひでゆき,163,埼玉3区,,,石川,英行,いしかわ,ひでゆき,54,無所,,新,0,,,把握漏れ
みわ あさみ,164,埼玉3区,,,三輪,麻美,みわ,あさみ,30,希望,,新,0,比例,,把握漏れ
たかぎ ひでふみ,175,埼玉5区,,,高木,秀文,たかぎ,ひでふみ,44,希望,維新,新,0,比例,,把握漏れ
かきぬま はるき,188,埼玉10区,,,柿沼,遥輝,かきぬま,はるき,34,共産,,新,0,,,把握漏れ
きたずみ よしゆき,198,埼玉13区,,,北角,嘉幸,きたずみ,よしゆき,54,希望,,新,0,比例,,把握漏れ
たけがはら ゆみこ,216,千葉2区,,,竹ケ原,裕美子,たけがはら,ゆみこ,46,希望,,新,0,比例,,把握漏れ
おかの じゅんこ,227,千葉5区,,,岡野,純子,おかの,じゅんこ,39,希望,,新,0,比例,,把握漏れ
えんどう のぶひこ,228,千葉6区,,,遠藤,宣彦,えんどう,のぶひこ,54,希望,,元,1,比例,,把握漏れ
みやかわ しん,252,千葉13区,,,宮川,伸,みやかわ,しん,47,立憲,,新,0,比例,,把握漏れ
みずの ともひこ,255,千葉13区,,,水野,智彦,みずの,ともひこ,61,希望,,元,1,比例,,把握漏れ
まつざわ かおる,256,東京1区,,,松沢,香,まつざわ,かおる,39,希望,,新,0,比例,,把握漏れ
またよし みつお,259,東京1区,,,又吉,光雄,またよし,みつお,73,諸派,,新,0,,,把握漏れ
いぬまる みつか,261,東京1区,,,犬丸,光加,いぬまる,みつか,57,諸派,,新,0,,,把握漏れ
はとやま たろう,264,東京2区,,,鳩山,太郎,はとやま,たろう,43,希望,,新,0,比例,,把握漏れ
なんば みちよ,270,東京4区,,,難波,美智代,なんば,みちよ,43,希望,,新,0,比例,,把握漏れ
うえまつ えみこ,278,東京6区,,,植松,恵美子,うえまつ,えみこ,49,希望,,新,0,比例,,把握漏れ
あらき あきひろ,281,東京7区,,,荒木,章博,あらき,あきひろ,64,希望,,新,0,比例,,把握漏れ
いのうえ いくま,282,東京7区,,,井上,郁磨,いのうえ,いくま,26,無所,,新,0,,,把握漏れ
まどか よりこ,284,東京8区,,,円,より子,まどか,よりこ,70,無所,,新,0,,,把握漏れ
さいとう いくま,285,東京8区,,,斎藤,郁真,さいとう,いくま,29,諸派,,新,0,,,把握漏れ
たかまつ さとし,289,東京9区,,,高松,智之,たかまつ,さとし,43,希望,,新,0,比例,,把握漏れ
まえだ よしなり,292,東京9区,,,前田,吉成,まえだ,よしなり,62,無所,,新,0,,,把握漏れ
こやま とおる,298,東京10区,,,小山,徹,こやま,とおる,42,無所,,新,0,,,把握漏れ
ししど ちえ,299,東京11区,,,宍戸,千絵,ししど,ちえ,39,希望,,新,0,比例,,把握漏れ
こづつみ あずま,302,東京11区,,,小堤,東,こづつみ,あずま,28,共産,,新,0,,,把握漏れ
なかむら まさる,303,東京12区,,,中村,勝,なかむら,まさる,66,諸派,,新,0,,,把握漏れ
やはぎ あさこ,309,東京14区,,,矢作,麻子,やはぎ,あさこ,39,希望,,新,0,比例,,把握漏れ
おおつか きくお,313,東京14区,,,大塚,紀久雄,おおつか,きくお,76,無所,,新,0,,,把握漏れ
たむら けんじ,320,東京16区,,,田村,謙治,たむら,けんじ,49,希望,,元,3,比例,,把握漏れ
にしだ ちから,323,東京17区,,,西田,主税,にしだ,ちから,55,希望,,新,0,比例,,把握漏れ
ときた あつし,324,東京18区,,,鴇田,敦,ときた,あつし,51,希望,,新,0,比例,,把握漏れ
ささき りか,327,東京19区,,,佐々木,里加,ささき,りか,50,希望,,新,0,比例,,把握漏れ
あまき なおと,336,東京21区,,,天木,直人,あまき,なおと,70,諸派,,新,0,,,把握漏れ
かながさき えみ,340,東京22区,,,金ケ崎,絵美,かながさき,えみ,41,希望,,新,0,比例,,把握漏れ
よしば みか,345,東京24区,,,吉羽,美華,よしば,みか,37,希望,,新,0,比例,,把握漏れ
ながしま かずよし,354,神奈川1区,,,長島,一由,ながしま,かずよし,50,希望,,元,1,比例,,把握漏れ
はしもと くみ,359,神奈川2区,,,橋本,久美,はしもと,くみ,48,希望,,新,0,比例,,把握漏れ
いとう くみこ,363,神奈川3区,,,伊藤,久美子,いとう,くみこ,57,無所,立憲,新,0,,,把握漏れ
かざま のりこ,368,神奈川4区,,,風間,法子,かざま,のりこ,47,希望,維新,新,0,比例,,把握漏れ
よしおか けんじ,371,神奈川5区,,,吉岡,憲史,よしおか,けんじ,39,希望,,新,0,比例,,把握漏れ
かわの あん,376,神奈川7区,,,川野,案,かわの,あん,35,希望,,新,0,比例,,把握漏れ
おおにし つねき,379,神奈川8区,,,大西,恒樹,おおにし,つねき,53,諸派,,新,0,,,把握漏れ
いちかわ よしこ,385,神奈川10区,,,市川,佳子,いちかわ,よしこ,53,希望,,新,0,比例,,把握漏れ
はら てるお,392,神奈川12区,,,原,輝雄,はら,てるお,43,希望,,新,0,比例,,把握漏れ
みむら よいち,418,新潟3区,,,三村,誉一,みむら,よいち,71,無所,,新,0,,,把握漏れ
あおやま りょうすけ,430,富山1区,,,青山,了介,あおやま,りょうすけ,42,共産,,新,0,,,把握漏れ
こまむら ゆきなり,464,長野1区,,,駒村,幸成,こまむら,ゆきなり,61,諸派,,新,0,,,把握漏れ
なかがわ ひろじ,467,長野2区,,,中川,博司,なかがわ,ひろじ,59,社民,,新,0,比例,,把握漏れ
そが いつろう,476,長野5区,,,曽我,逸郎,そが,いつろう,61,無所,共産/社民,新,0,,,把握漏れ
はっとり たいすけ,482,岐阜1区,,,服部,泰輔,はっとり,たいすけ,36,無所,,新,0,,,把握漏れ
こみやま えみこ,489,岐阜4区,,,籠山,恵美子,こみやま,えみこ,63,共産,,新,0,,,把握漏れ
すずき のぞむ,501,静岡3区,,,鈴木,望,すずき,のぞむ,68,希望,,元,1,比例,,把握漏れ
さとう ゆうこ,521,愛知1区,,,佐藤,夕子,さとう,ゆうこ,54,希望,,元,1,比例,,把握漏れ
よご さやか,527,愛知3区,,,余語,冴耶香,よご,さやか,39,希望,,新,0,比例,,把握漏れ
にしだ としこ,529,愛知4区,,,西田,敏子,にしだ,としこ,63,共産,,新,0,,,把握漏れ
ののべ なおあき,532,愛知5区,,,野々部,尚昭,ののべ,なおあき,47,希望,,新,0,比例,,把握漏れ
みやち いさお,555,愛知12区,,,宮地,勲,みやち,いさお,63,共産,,新,0,,,把握漏れ
のざわ やすゆき,565,愛知15区,,,野沢,康幸,のざわ,やすゆき,29,共産,,新,0,,,把握漏れ
こさか よしこ,577,滋賀1区,,,小坂,淑子,こさか,よしこ,77,社民,,新,0,比例,,把握漏れ
かだ ゆきこ,579,滋賀1区,,,嘉田,由紀子,かだ,ゆきこ,67,無所,,新,0,,,把握漏れ
たいげつ じしょう,583,滋賀2区,,,対月,慈照,たいげつ,じしょう,64,無所,,新,0,,,把握漏れ
しまむら せいこ,592,京都1区,,,嶋村,聖子,しまむら,せいこ,40,希望,,新,0,比例,,把握漏れ
おだぎり しんいちろう,600,京都3区,,,小田切,新一郎,おだぎり,しんいちろう,71,無所,,新,0,,,把握漏れ
いのうえ かずのり,605,京都5区,,,井上,一徳,いのうえ,かずのり,55,希望,,新,0,比例,,把握漏れ
なかやま やすし,606,京都5区,,,中山,泰,なかやま,やすし,57,無所,,新,0,,,把握漏れ
こいずみ しゅうへい,615,大阪1区,,,小泉,修平,こいずみ,しゅうへい,70,諸派,,新,0,,,把握漏れ
むらかみ のりあつ,616,大阪1区,,,村上,賀厚,むらかみ,のりあつ,58,立憲,,新,0,比例,,把握漏れ
ちゅうじょう えいたろう,623,大阪3区,,,中条,栄太郎,ちゅうじょう,えいたろう,48,無所,,新,0,,,把握漏れ
のぐち たけみつ,687,兵庫4区,,,野口,威光,のぐち,たけみつ,43,希望,,新,0,比例,,把握漏れ
にしなか たかお,689,兵庫5区,,,西中,孝男,にしなか,たかお,68,共産,,新,0,,,把握漏れ
いくむら なおこ,692,兵庫6区,,,幾村,奈応子,いくむら,なおこ,37,希望,,新,0,比例,,把握漏れ
かわと やすし,704,兵庫9区,,,川戸,康嗣,かわと,やすし,42,希望,,新,0,比例,,把握漏れ
つげ あつひと,707,兵庫10区,,,柘植,厚人,つげ,あつひと,45,希望,,新,0,比例,,把握漏れ
いなむら さとる,710,兵庫11区,,,稲村,知,いなむら,さとる,57,共産,,新,0,,,把握漏れ
まつもと まさゆき,718,奈良2区,,,松本,昌之,まつもと,まさゆき,34,希望,,新,0,比例,,把握漏れ
はちや ひろみ,745,岡山1区,,,蜂谷,弘美,はちや,ひろみ,61,希望,,新,0,比例,,把握漏れ
うちやま あきら,751,岡山3区,,,内山,晃,うちやま,あきら,63,希望,,元,3,比例,,把握漏れ
ひらぬま しょうじろう,752,岡山3区,,,平沼,正二郎,ひらぬま,しょうじろう,37,無所,,新,0,,,把握漏れ
たるい よしかず,758,岡山5区,,,樽井,良和,たるい,よしかず,50,希望,,元,1,比例,,把握漏れ
いまえだ じん,770,広島3区,,,今枝,仁,いまえだ,じん,47,維新,,新,0,比例,,把握漏れ
たまだ のりたか,771,広島3区,,,玉田,憲勲,たまだ,のりたか,60,無所,,新,0,,,把握漏れ
にしもと あきひこ,772,広島3区,,,西本,昭彦,にしもと,あきひこ,72,無所,,新,0,,,把握漏れ
おちあい ようじ,776,広島4区,,,落合,洋司,おちあい,ようじ,53,無所,,新,0,,,把握漏れ
うえの かんじ,778,広島4区,,,上野,寛治,うえの,かんじ,35,希望,,新,0,比例,,把握漏れ
はしもと ことえ,781,広島5区,,,橋本,琴絵,はしもと,ことえ,28,希望,,新,0,比例,,把握漏れ
てらだ あきみつ,783,広島6区,,,寺田,明充,てらだ,あきみつ,66,共産,,新,0,,,把握漏れ
ふじた ときお,797,山口4区,,,藤田,時雄,ふじた,ときお,63,希望,,新,0,比例,,把握漏れ
くろかわ あつひこ,799,山口4区,,,黒川,敦彦,くろかわ,あつひこ,39,無所,,新,0,,,把握漏れ
こおり あきひろ,800,山口4区,,,郡,昭浩,こおり,あきひろ,56,無所,,新,0,,,把握漏れ
さくらうち ふみき,826,愛媛4区,,,桜内,文城,さくらうち,ふみき,52,希望,,元,1,比例,,把握漏れ
にしい なおひと,827,愛媛4区,,,西井,直人,にしい,なおひと,60,共産,,新,0,,,把握漏れ
いしい ひでとし,834,福岡1区,,,石井,英俊,いしい,ひでとし,41,希望,,新,0,比例,,把握漏れ
むらかみ とものぶ,863,福岡11区,,,村上,智信,むらかみ,とものぶ,48,希望,,新,0,比例,,把握漏れ
やまぐち はつみ,876,長崎2区,,,山口,初實,やまぐち,はつみ,69,希望,,新,0,比例,,把握漏れ
はなわ ともふみ,911,宮崎3区,,,花輪,智史,はなわ,ともふみ,51,希望,,新,0,比例,,把握漏れ
やすおか ひろたけ,915,鹿児島1区,,,保岡,宏武,やすおか,ひろたけ,44,自民,公明,新,0,,,把握漏れ
はやし けんじ,916,鹿児島2区,,,林,健二,はやし,けんじ,40,無所,,新,0,,,把握漏れ
さいとう かよ,918,鹿児島2区,,,斎藤,佳代,さいとう,かよ,38,希望,,新,0,比例,,把握漏れ
すずき むねお,939,,北海道,8,鈴木,宗男,すずき,むねお,69,新党大地,,元,8,,1,把握漏れ
あべ ちさと,940,,北海道,8,阿部,千里,あべ,ちさと,27,新党大地,,新,0,,2,把握漏れ
しみず せいいち,959,,北海道,8,清水,誠一,しみず,せいいち,68,自由民主党,,元,1,,14,把握漏れ
かなざわ ちかこ,960,,北海道,8,金沢,知歌子,かなざわ,ちかこ,52,自由民主党,,新,0,,15,把握漏れ
たかはし みほ,962,,北海道,8,高橋,美穂,たかはし,みほ,52,希望の党,,元,1,北海道4区,1,把握漏れ
あおき かずこ,965,,北海道,8,青木,和子,あおき,かずこ,47,希望の党,,新,0,,5,把握漏れ
みよし しんじ,966,,北海道,8,三好,新治,みよし,しんじ,57,希望の党,,新,0,,6,把握漏れ
のいち ひろし,976,,北海道,8,野市,裕司,のいち,ひろし,53,幸福実現党,,新,0,,1,把握漏れ
なかじま ひでお,977,,北海道,8,中島,秀雄,なかじま,ひでお,68,幸福実現党,,新,0,,2,把握漏れ
とよまき きぬこ,978,,北海道,8,豊巻,絹子,とよまき,きぬこ,62,社会民主党,,新,0,,1,把握漏れ
たかはし かつや,984,,東北,13,高橋,克也,たかはし,かつや,32,日本のこころ,,新,0,,1,把握漏れ
みかみ たけし,987,,東北,13,三上,武志,みかみ,たけし,66,社会民主党,,新,0,,3,把握漏れ
ふなやま ゆみ,989,,東北,13,舩山,由美,ふなやま,ゆみ,49,日本共産党,,新,0,,2,把握漏れ
やない ひっしょう,992,,東北,13,矢内,筆勝,やない,ひっしょう,56,幸福実現党,,新,0,,1,把握漏れ
いしかわ みきこ,993,,東北,13,石川,幹子,いしかわ,みきこ,52,幸福実現党,,新,0,,2,把握漏れ
さとう じゅんろう,994,,東北,13,佐藤,純郎,さとう,じゅんろう,63,幸福実現党,,新,0,,3,把握漏れ
むらかみ ふみと,1020,,東北,13,村上,文人,むらかみ,ふみと,67,自由民主党,,新,0,,26,把握漏れ
ときわ しげき,1021,,東北,13,常盤,茂樹,ときわ,しげき,47,自由民主党,,新,0,,27,把握漏れ
いとう ゆうた,1028,,東北,13,伊藤,優太,いとう,ゆうた,32,希望の党,,新,0,宮城1区,2,把握漏れ
まつうら だいご,1031,,東北,13,松浦,大悟,まつうら,だいご,48,希望の党,,新,0,秋田1区,2,把握漏れ
あらい かん,1034,,東北,13,荒井,寛,あらい,かん,44,希望の党,,新,0,山形1区,2,把握漏れ
うさみ のぼる,1040,,東北,13,宇佐美,登,うさみ,のぼる,50,希望の党,,元,2,,19,把握漏れ
たかまつ かずお,1041,,東北,13,高松,和夫,たかまつ,かずお,75,希望の党,,元,1,,20,把握漏れ
ひぐち まい,1048,,北関東,19,樋口,舞,ひぐち,まい,44,希望の党,維新,新,0,茨城3区,1,把握漏れ
わたなべ みゆき,1053,,北関東,19,渡辺,美由紀,わたなべ,みゆき,58,希望の党,,新,0,栃木3区,1,把握漏れ
いのくち さちこ,1059,,北関東,19,猪口,幸子,いのくち,さちこ,61,希望の党,,新,0,群馬5区,1,把握漏れ
みわ あさみ,1062,,北関東,19,三輪,麻美,みわ,あさみ,30,希望の党,,新,0,埼玉3区,1,把握漏れ
たかぎ ひでふみ,1064,,北関東,19,高木,秀文,たかぎ,ひでふみ,44,希望の党,維新,新,0,埼玉5区,1,把握漏れ
きたずみ よしゆき,1072,,北関東,19,北角,嘉幸,きたずみ,よしゆき,54,希望の党,,新,0,埼玉13区,1,把握漏れ
ながい やよい,1075,,北関東,19,永井,弥生,ながい,やよい,53,希望の党,,新,0,,30,把握漏れ
やました そう,1076,,北関東,19,山下,崇,やました,そう,44,希望の党,,新,0,,31,把握漏れ
なみき まさよし,1077,,北関東,19,並木,正芳,なみき,まさよし,68,希望の党,,元,2,,32,把握漏れ
こじま いちろう,1089,,北関東,19,小島,一郎,こじま,いちろう,46,幸福実現党,,新,0,,1,把握漏れ
もりた たかゆき,1090,,北関東,19,森田,貴行,もりた,たかゆき,46,幸福実現党,,新,0,,2,把握漏れ
みつはし あけみ,1091,,北関東,19,三觜,明美,みつはし,あけみ,55,幸福実現党,,新,0,,3,把握漏れ
さいとう よしお,1092,,北関東,19,斉藤,芳男,さいとう,よしお,60,幸福実現党,,新,0,,4,把握漏れ
さとう あきお,1129,,北関東,19,佐藤,明男,さとう,あきお,65,自由民主党,,新,0,,31,把握漏れ
ひゃくたけ きみちか,1130,,北関東,19,百武,公親,ひゃくたけ,きみちか,55,自由民主党,,新,0,,32,把握漏れ
かんだ ゆたか,1131,,北関東,19,神田,裕,かんだ,ゆたか,59,自由民主党,,新,0,,33,把握漏れ
やまわき たかお,1132,,北関東,19,山脇,孝雄,やまわき,たかお,60,自由民主党,,新,0,,34,把握漏れ
ささお けんじ,1133,,北関東,19,笹尾,憲司,ささお,けんじ,68,自由民主党,,新,0,,35,把握漏れ
みやかわ しん,1146,,南関東,22,宮川,伸,みやかわ,しん,47,立憲民主党,,新,0,千葉13区,1,把握漏れ
うえの ひろし,1190,,南関東,22,上野,宏史,うえの,ひろし,46,自由民主党,,元,1,,32,把握漏れ
でばた みのる,1191,,南関東,22,出畑,実,でばた,みのる,67,自由民主党,,新,0,,33,把握漏れ
とがわ まさあき,1192,,南関東,22,外川,正明,とがわ,まさあき,62,自由民主党,,新,0,,34,把握漏れ
おばた かずひろ,1193,,南関東,22,小幡,和弘,おばた,かずひろ,59,自由民主党,,新,0,,35,把握漏れ
